	Primary_polyp_DMSO_1	Primary_polyp_DMSO_2	Primary_polyp_DMSO_3	Primary_polyp_AZK_1	Primary_polyp_AZK_2	Primary_polyp_AZK_3
NODE_57643_length_962_cov_184.339499_g13015_i2	10	8	7	13	12	15
NODE_78676_length_439_cov_727.030303_g34722_i0	2	1	0	6	5	6
NODE_41582_length_1608_cov_343.460064_g3710_i5	31	33	33	33	29	30
NODE_82751_length_384_cov_64.293255_g38779_i0	2	0	0	6	5	5
NODE_49835_length_1257_cov_370.448105_g3701_i5	14	18	16	21	18	19
NODE_61602_length_831_cov_224.700508_g20110_i0	18	22	19	23	20	23
NODE_20487_length_2871_cov_168.661598_g3669_i2	8	7	8	14	11	13
NODE_100245_length_252_cov_15.540670_g56264_i0	13	9	11	0	0	0
NODE_5809_length_5149_cov_323.474148_g1363_i0	3	3	3	7	9	8
NODE_15107_length_3407_cov_235.109691_g3421_i2	3	3	3	8	7	9
NODE_107861_length_218_cov_12.480000_g63880_i0	7	7	10	13	13	13
NODE_10390_length_4054_cov_263.393667_g2084_i1	11	10	9	13	15	16
NODE_23968_length_2604_cov_528.653260_g3614_i2	31	34	31	29	30	32
NODE_10549_length_4034_cov_365.651967_g2522_i0	17	11	11	16	19	17
NODE_26944_length_2399_cov_248.352292_g6662_i1	8	8	7	11	12	15
NODE_44118_length_1496_cov_293.808672_g10382_i1	22	24	23	25	22	26
NODE_6862_length_4823_cov_357.371339_g10_i1905	15	18	15	18	18	22
NODE_66859_length_678_cov_289.678740_g23874_i0	2	2	1	10	8	2
NODE_35673_length_1893_cov_506.657297_g9052_i1	37	42	39	34	35	36
NODE_42103_length_1586_cov_305.428386_g11269_i1	1	0	0	6	6	1
NODE_8874_length_4349_cov_234.120994_g2098_i0	13	13	13	16	18	17
NODE_23922_length_2608_cov_256.352437_g5881_i0	7	7	7	11	12	13
NODE_23401_length_2644_cov_169.049212_g5739_i0	3	4	3	8	9	8
NODE_46128_length_1410_cov_308.912948_g12655_i0	3	4	3	8	9	8
NODE_24887_length_2538_cov_292.141483_g10_i6527	6	9	6	13	11	12
NODE_39655_length_1698_cov_228.352266_g10465_i0	3	1	5	9	7	9
NODE_17767_length_3123_cov_243.325974_g3633_i1	12	11	11	16	15	16
NODE_29842_length_2219_cov_408.158548_g7521_i0	12	9	9	14	15	15
NODE_24006_length_2602_cov_354.392341_g5399_i5	3	4	7	10	8	12
NODE_10581_length_4027_cov_403.927209_g1289_i7	9	13	8	13	17	14
NODE_23497_length_2637_cov_286.020046_g10_i6236	2	2	1	7	6	6
NODE_65154_length_724_cov_492.929515_g22558_i0	129	95	165	99	170	52
NODE_20155_length_2898_cov_283.115587_g1824_i4	2	3	4	8	8	8
NODE_8677_length_4388_cov_246.851323_g1079_i1	6	7	7	11	11	13
NODE_18276_length_3069_cov_288.094184_g4246_i1	2	2	1	6	7	6
NODE_37329_length_1810_cov_323.305603_g9724_i0	23	23	22	24	24	24
NODE_15035_length_3415_cov_260.156584_g10_i4154	8	6	8	12	12	13
NODE_18796_length_3015_cov_312.950875_g2693_i1	12	13	13	17	16	17
NODE_23868_length_2611_cov_363.800234_g10_i6324	3	3	4	9	9	7
NODE_59593_length_897_cov_247.025761_g16681_i1	6	6	6	11	11	11
NODE_40338_length_1666_cov_505.192853_g5582_i6	1	0	5	10	9	4
NODE_38501_length_1754_cov_395.724138_g4425_i4	13	14	11	17	16	17
NODE_44985_length_1459_cov_92.895480_g12263_i0	0	1	1	5	5	5
NODE_59227_length_909_cov_390.621247_g18646_i0	22	28	28	28	25	26
NODE_20138_length_2900_cov_240.359468_g4904_i0	7	6	7	13	12	10
NODE_107569_length_219_cov_410.579545_g63588_i0	2	2	1	7	5	7
NODE_59531_length_899_cov_350.886682_g18821_i0	656	669	628	331	375	357
NODE_26373_length_2438_cov_159.688935_g10_i6857	1	1	0	5	5	5
NODE_30736_length_2167_cov_383.407721_g6278_i3	1	1	0	5	5	5
NODE_46391_length_1400_cov_315.078850_g12741_i0	43	41	42	35	38	37
NODE_47922_length_1335_cov_184.636997_g12787_i1	4	4	3	8	9	9
NODE_14326_length_3500_cov_135.537460_g3452_i0	4	4	4	9	9	9
NODE_25979_length_2463_cov_149.768182_g6433_i0	4	4	4	9	9	9
NODE_32284_length_2078_cov_328.607862_g10_i8005	9	9	9	14	13	14
NODE_43340_length_1532_cov_126.620551_g11694_i0	11	10	14	17	15	16
NODE_1043_length_9127_cov_263.363386_g10_i238	16	17	17	20	19	20
NODE_5671_length_5201_cov_195.371268_g450_i3	1	1	0	5	6	4
NODE_44651_length_1474_cov_59.382949_g12152_i0	2	1	2	6	7	6
NODE_67142_length_672_cov_14.143084_g11174_i4	2	1	2	6	7	6
NODE_47715_length_1343_cov_413.633077_g13226_i0	14	19	14	17	19	21
NODE_24240_length_2584_cov_343.813853_g5964_i0	21	22	21	23	23	23
NODE_37523_length_1801_cov_518.736064_g7981_i2	57	57	55	45	46	45
NODE_37917_length_1783_cov_314.279885_g4402_i3	10	11	12	15	15	16
NODE_24983_length_2531_cov_315.055064_g2153_i6	4	5	4	10	9	9
NODE_18486_length_3049_cov_346.100133_g4512_i0	6	6	5	11	10	11
NODE_62831_length_793_cov_446.445333_g5176_i13	24	24	28	22	28	28
NODE_49401_length_1274_cov_232.962632_g13931_i0	4	3	3	7	9	9
NODE_12982_length_3663_cov_345.334807_g1388_i9	4	5	4	9	10	9
NODE_41739_length_1601_cov_215.288190_g11153_i0	4	5	4	9	10	9
NODE_3318_length_6327_cov_237.728835_g10_i823	4	5	4	9	9	10
NODE_46903_length_1378_cov_150.946067_g12932_i0	4	5	4	9	9	10
NODE_21374_length_2797_cov_235.482934_g5231_i0	5	5	5	10	10	10
NODE_34008_length_1983_cov_319.423196_g8704_i0	1	1	1	6	5	5
NODE_34037_length_1981_cov_380.539732_g8714_i0	18	20	16	20	19	23
NODE_16002_length_3305_cov_224.355610_g3899_i0	4	4	3	8	8	10
NODE_55466_length_1037_cov_536.352113_g16611_i0	1	0	1	5	5	5
NODE_16199_length_3284_cov_118.274607_g3939_i0	4	5	3	9	9	9
NODE_31695_length_2110_cov_356.141751_g8019_i0	13	14	15	19	17	17
NODE_21690_length_2771_cov_358.020161_g4228_i3	21	24	22	25	23	23
NODE_21330_length_2801_cov_257.022117_g4460_i1	4	6	5	10	10	10
NODE_1830_length_7763_cov_355.647021_g381_i3	4	5	5	10	9	10
NODE_27216_length_2382_cov_278.647285_g4404_i3	3	5	3	9	10	7
NODE_34912_length_1934_cov_226.363829_g6468_i2	1	1	1	5	6	5
NODE_17103_length_3186_cov_327.824053_g3523_i1	10	11	11	15	15	15
NODE_22545_length_2709_cov_504.546137_g5041_i1	11	10	13	16	14	17
NODE_44584_length_1476_cov_340.453594_g10170_i2	1	2	2	5	6	8
NODE_18739_length_3021_cov_230.758899_g4563_i0	8	9	9	14	13	13
NODE_43985_length_1503_cov_254.154110_g11919_i0	8	9	9	14	13	13
NODE_35649_length_1894_cov_251.356024_g9217_i0	5	5	6	11	10	10
NODE_91042_length_307_cov_452.844697_g47064_i0	15	11	13	17	17	17
NODE_47257_length_1363_cov_447.017424_g6517_i3	28	31	33	30	28	30
NODE_22346_length_2723_cov_225.175000_g5471_i0	5	5	4	9	10	10
NODE_6337_length_4984_cov_225.351751_g1122_i1	8	9	9	13	13	14
NODE_85336_length_356_cov_176.603834_g41358_i0	13	12	9	15	18	14
NODE_13988_length_3541_cov_195.053745_g3366_i0	1	1	1	5	5	6
NODE_34178_length_1974_cov_216.710513_g8755_i0	1	1	1	5	5	6
NODE_69530_length_612_cov_234.318102_g26073_i0	1	1	1	5	5	6
NODE_41885_length_1595_cov_301.213918_g11207_i0	2	2	2	7	7	6
NODE_63791_length_765_cov_24.598338_g21578_i0	3	4	4	7	9	10
NODE_14436_length_3486_cov_231.077549_g3480_i0	5	5	5	10	9	11
NODE_64748_length_736_cov_454.318903_g22254_i0	1078	1097	1038	535	563	581
NODE_15856_length_3318_cov_223.515115_g3858_i0	5	5	5	9	10	11
NODE_19983_length_2911_cov_324.965830_g4862_i0	32	34	31	29	30	32
NODE_27473_length_2365_cov_515.711456_g5733_i2	2	4	4	7	9	9
NODE_38978_length_1731_cov_304.260664_g10142_i1	16	16	18	21	20	18
NODE_29117_length_2264_cov_377.546150_g4173_i8	2	2	2	7	6	7
NODE_6115_length_5052_cov_417.013775_g10_i1690	1	1	1	7	4	5
NODE_2883_length_6612_cov_473.282691_g690_i0	20	16	15	21	19	20
NODE_84912_length_360_cov_221.709779_g40934_i0	40	33	34	5	3	4
NODE_18924_length_3004_cov_230.166498_g10_i5099	1	0	0	1	7	5
NODE_36438_length_1854_cov_209.349531_g9447_i0	2	2	2	6	7	7
NODE_48230_length_1321_cov_311.856025_g13439_i0	2	2	2	6	7	7
NODE_11686_length_3842_cov_260.176625_g1248_i6	10	11	11	14	17	14
NODE_6215_length_5022_cov_326.561960_g1459_i0	14	14	13	17	17	18
NODE_45968_length_1417_cov_738.323144_g12600_i0	5	4	5	11	9	9
NODE_67734_length_656_cov_192.885808_g23281_i1	13	13	11	16	15	18
NODE_43984_length_1503_cov_282.180822_g9783_i2	8	9	10	13	12	16
NODE_23327_length_2649_cov_434.651573_g5718_i0	40	39	35	33	36	33
NODE_11002_length_3962_cov_457.352131_g2625_i0	10	11	10	15	15	14
NODE_7307_length_4709_cov_455.007930_g1720_i0	11	12	14	16	17	16
NODE_13947_length_3546_cov_485.077362_g3355_i0	43	45	44	36	37	40
NODE_10857_length_3986_cov_340.880548_g10_i3095	10	11	10	14	15	15
NODE_49735_length_1261_cov_154.925287_g1027_i3	1	1	1	4	7	5
NODE_53229_length_1119_cov_334.231413_g10_i11311	5	9	5	11	10	13
NODE_35970_length_1877_cov_271.293893_g9297_i0	14	13	14	17	17	18
NODE_70575_length_588_cov_207.462385_g26988_i0	7	5	5	10	12	10
NODE_51719_length_1181_cov_298.167838_g14654_i1	14	16	15	20	19	16
NODE_46617_length_1390_cov_617.100223_g12825_i0	84	90	92	67	63	62
NODE_43045_length_1545_cov_335.276964_g10_i9830	9	8	8	13	13	13
NODE_79073_length_433_cov_174.048718_g35116_i0	15	17	13	0	0	1
NODE_115554_length_189_cov_4.760274_g71573_i0	11	10	11	0	0	0
NODE_32996_length_2037_cov_342.429789_g4419_i3	13	11	13	17	17	15
NODE_8505_length_4424_cov_524.012326_g2013_i0	39	42	35	40	28	36
NODE_15218_length_3394_cov_300.640107_g2894_i3	9	8	8	14	12	13
NODE_48887_length_1293_cov_37.583200_g13722_i0	10	10	12	0	0	0
NODE_27583_length_2357_cov_542.610631_g3919_i3	21	23	24	22	21	29
NODE_17596_length_3140_cov_243.332903_g812_i11	10	7	11	14	14	14
NODE_3265_length_6358_cov_285.851306_g703_i1	11	10	10	14	15	15
NODE_26436_length_2433_cov_224.461088_g6504_i1	4	4	1	3	8	15
NODE_23125_length_2665_cov_191.102212_g5151_i2	7	9	8	12	13	13
NODE_102693_length_241_cov_3.070707_g58712_i0	2	1	2	4	8	7
NODE_51526_length_1188_cov_185.453275_g14775_i0	11	10	10	14	14	16
NODE_25366_length_2503_cov_507.694309_g6269_i0	34	37	36	33	31	33
NODE_30056_length_2206_cov_505.073509_g635_i14	31	29	28	26	30	29
NODE_27510_length_2362_cov_568.999569_g511_i22	8	8	9	15	13	11
NODE_34808_length_1940_cov_318.494465_g7786_i1	12	14	14	17	16	18
NODE_10176_length_4091_cov_434.374753_g124_i12	13	17	15	16	18	21
NODE_52075_length_1167_cov_163.677936_g14998_i0	11	13	11	16	15	16
NODE_66212_length_695_cov_277.559816_g11962_i2	23	28	12	15	17	45
NODE_6471_length_4944_cov_244.255458_g1303_i1	14	15	15	17	18	19
NODE_22083_length_2741_cov_255.925500_g5407_i0	8	8	8	12	12	14
NODE_36378_length_1857_cov_322.880926_g3836_i3	9	9	7	12	12	15
NODE_56794_length_990_cov_430.748680_g4243_i4	2	5	1	7	7	9
NODE_26120_length_2452_cov_339.819427_g10_i6809	7	10	8	8	14	18
NODE_27821_length_2342_cov_250.622880_g10_i7132	9	8	7	13	13	12
NODE_24345_length_2576_cov_25.133439_g5995_i0	2	3	2	7	7	7
NODE_43229_length_1537_cov_220.107764_g11656_i0	19	19	21	23	21	21
NODE_88294_length_328_cov_153.371930_g44316_i0	1	0	0	4	4	4
NODE_32954_length_2039_cov_478.813126_g4168_i3	9	10	5	9	14	16
NODE_77028_length_464_cov_437.456057_g33097_i0	1	0	0	5	4	3
NODE_32662_length_2056_cov_200.498261_g8012_i2	1	4	4	8	7	9
NODE_37178_length_1818_cov_214.061408_g980_i10	5	2	3	8	8	9
NODE_27460_length_2366_cov_358.875592_g10_i7061	0	1	0	4	4	4
NODE_60181_length_877_cov_83.013189_g19220_i0	0	1	0	4	4	4
NODE_34549_length_1955_cov_203.853556_g8866_i0	7	8	8	12	12	13
NODE_48675_length_1301_cov_550.960254_g13624_i0	26	25	24	24	27	25
NODE_30258_length_2195_cov_135.617565_g7230_i2	0	1	0	4	5	3
NODE_33008_length_2036_cov_404.208229_g8392_i0	2	3	2	6	8	7
NODE_8248_length_4482_cov_223.424195_g1953_i0	7	8	7	12	12	12
NODE_8354_length_4459_cov_255.495018_g1523_i3	7	8	7	12	12	12
NODE_23473_length_2639_cov_296.489214_g10_i6230	13	13	13	17	16	17
NODE_9546_length_4206_cov_211.361038_g2267_i0	13	13	13	16	17	17
NODE_10118_length_4101_cov_410.911040_g2408_i0	14	15	14	17	18	18
NODE_34891_length_1935_cov_313.162791_g10_i8442	22	22	21	22	22	25
NODE_7009_length_4781_cov_316.663993_g1214_i4	1	0	0	6	3	3
NODE_33627_length_2003_cov_261.097449_g10_i8222	8	7	8	12	12	13
NODE_1360_length_8501_cov_384.102034_g106_i11	16	16	15	18	19	19
NODE_35845_length_1884_cov_463.508963_g9270_i0	31	31	30	28	30	29
NODE_26021_length_2460_cov_156.606537_g5852_i1	1	0	0	4	3	5
NODE_35199_length_1919_cov_138.922708_g9072_i0	10	10	9	14	13	15
NODE_26579_length_2423_cov_280.721849_g2127_i12	0	1	0	3	5	4
NODE_39203_length_1721_cov_288.014899_g736_i5	0	1	0	3	5	4
NODE_6619_length_4895_cov_297.947650_g1127_i1	13	15	15	17	19	17
NODE_67844_length_654_cov_9.137480_g24664_i0	26	26	23	22	26	28
NODE_11219_length_3921_cov_333.362300_g2671_i0	24	25	25	26	24	25
NODE_80339_length_415_cov_112.973118_g36377_i0	0	0	1	3	4	5
NODE_33127_length_2030_cov_384.260191_g97_i17	0	0	1	5	5	2
NODE_34378_length_1963_cov_215.341146_g8811_i1	2	2	3	8	8	5
NODE_33547_length_2007_cov_296.584012_g8554_i0	24	24	23	23	23	27
NODE_37729_length_1793_cov_225.695429_g9383_i2	5	5	2	8	8	11
NODE_26275_length_2443_cov_413.332083_g6501_i0	14	14	15	18	16	19
NODE_26424_length_2434_cov_225.991635_g6541_i0	7	7	7	12	11	12
NODE_40813_length_1644_cov_572.028107_g9163_i1	20	19	19	23	19	22
NODE_28599_length_2295_cov_212.588810_g10_i7296	2	3	3	8	7	7
NODE_27791_length_2344_cov_262.089092_g1172_i6	7	7	7	11	12	12
NODE_26756_length_2411_cov_301.122889_g5529_i1	3	3	2	8	7	7
NODE_44892_length_1463_cov_301.088732_g12235_i0	6	8	7	11	13	11
NODE_64518_length_743_cov_137.280000_g22090_i0	1	2	1	5	6	6
NODE_29958_length_2211_cov_264.759686_g7557_i0	17	17	16	20	20	18
NODE_22039_length_2744_cov_244.037394_g5400_i0	3	3	2	7	7	8
NODE_45791_length_1424_cov_199.814627_g11142_i1	9	9	10	14	13	14
NODE_109099_length_213_cov_121.652941_g65118_i0	12	18	14	0	0	1
NODE_84370_length_366_cov_199.544892_g40392_i0	1	2	1	5	7	5
NODE_36014_length_1875_cov_286.357533_g9306_i0	10	10	8	13	14	14
NODE_13562_length_3593_cov_363.918873_g3273_i0	9	9	10	13	14	14
NODE_48492_length_1309_cov_290.998420_g13546_i0	11	11	11	15	15	15
NODE_113586_length_196_cov_10.921569_g69605_i0	4010	2983	3574	2232	3130	1959
NODE_36148_length_1869_cov_305.583242_g532_i32	9	1	0	8	15	7
NODE_17948_length_3105_cov_248.449706_g10_i4864	13	12	13	17	16	16
NODE_26707_length_2414_cov_266.391396_g10_i6918	9	0	11	15	14	12
NODE_68_length_15362_cov_137.407141_g22_i0	0	0	0	3	3	3
NODE_3136_length_6435_cov_211.173498_g255_i3	0	0	0	3	3	3
NODE_3534_length_6189_cov_126.636023_g850_i0	0	0	0	3	3	3
NODE_5034_length_5460_cov_101.736016_g1008_i2	0	0	0	3	3	3
NODE_6392_length_4968_cov_184.855838_g1507_i1	0	0	0	3	3	3
NODE_8163_length_4505_cov_146.840206_g1938_i0	0	0	0	3	3	3
NODE_8731_length_4380_cov_54.672585_g2062_i0	0	0	0	3	3	3
NODE_12091_length_3784_cov_202.398824_g10_i3425	0	0	0	3	3	3
NODE_13843_length_3559_cov_152.660125_g226_i20	0	0	0	3	3	3
NODE_17506_length_3150_cov_105.417444_g3833_i1	0	0	0	3	3	3
NODE_21138_length_2817_cov_143.774333_g10_i5680	0	0	0	3	3	3
NODE_21221_length_2810_cov_183.914709_g4573_i1	0	0	0	3	3	3
NODE_27044_length_2393_cov_156.346383_g2147_i7	0	0	0	3	3	3
NODE_29310_length_2252_cov_293.799909_g7016_i1	0	0	0	3	3	3
NODE_29751_length_2224_cov_199.385603_g6593_i2	0	0	0	3	3	3
NODE_30689_length_2170_cov_230.706629_g6281_i1	0	0	0	3	3	3
NODE_32057_length_2091_cov_209.295898_g5787_i1	0	0	0	3	3	3
NODE_33099_length_2032_cov_68.504776_g8421_i0	0	0	0	3	3	3
NODE_33648_length_2002_cov_161.006126_g8581_i0	0	0	0	3	3	3
NODE_35957_length_1878_cov_184.282834_g9293_i0	0	0	0	3	3	3
NODE_39715_length_1696_cov_104.127042_g10485_i0	0	0	0	3	3	3
NODE_40380_length_1664_cov_141.620605_g10701_i0	0	0	0	3	3	3
NODE_40758_length_1647_cov_72.493142_g10811_i0	0	0	0	3	3	3
NODE_41328_length_1620_cov_75.757134_g7606_i2	0	0	0	3	3	3
NODE_42172_length_1584_cov_81.672940_g11308_i0	0	0	0	3	3	3
NODE_43994_length_1503_cov_107.700685_g11921_i0	0	0	0	3	3	3
NODE_45012_length_1458_cov_26.857244_g12275_i0	0	0	0	3	3	3
NODE_45218_length_1448_cov_97.923843_g12335_i0	0	0	0	3	3	3
NODE_45608_length_1432_cov_33.208063_g12467_i0	0	0	0	3	3	3
NODE_46249_length_1406_cov_30.327953_g12695_i0	0	0	0	3	3	3
NODE_50149_length_1244_cov_142.200666_g14225_i0	0	0	0	3	3	3
NODE_51923_length_1173_cov_365.588496_g13942_i1	0	0	0	3	3	3
NODE_52324_length_1156_cov_216.599281_g15098_i0	0	0	0	3	3	3
NODE_52582_length_1145_cov_270.868421_g15213_i0	0	0	0	3	3	3
NODE_53307_length_1116_cov_264.500466_g15540_i0	0	0	0	3	3	3
NODE_53701_length_1102_cov_139.735600_g15729_i0	0	0	0	3	3	3
NODE_54518_length_1071_cov_359.780156_g9175_i3	0	0	0	3	3	3
NODE_55553_length_1034_cov_494.368315_g16442_i1	0	0	0	3	3	3
NODE_55693_length_1029_cov_124.186613_g16719_i0	0	0	0	3	3	3
NODE_57021_length_983_cov_149.356383_g17415_i0	0	0	0	3	3	3
NODE_57674_length_961_cov_156.806100_g10_i11770	0	0	0	3	3	3
NODE_60856_length_855_cov_204.608374_g19607_i0	0	0	0	3	3	3
NODE_61491_length_835_cov_31.401515_g20035_i0	0	0	0	3	3	3
NODE_67608_length_660_cov_118.006483_g10_i12419	0	0	0	3	3	3
NODE_75850_length_484_cov_10.575964_g31946_i0	0	0	0	3	3	3
NODE_76461_length_473_cov_153.583721_g32549_i0	0	0	0	3	3	3
NODE_83635_length_374_cov_72.138973_g39659_i0	0	0	0	3	3	3
NODE_87328_length_337_cov_22.323129_g43350_i0	0	0	0	3	3	3
NODE_105560_length_228_cov_4.864865_g61579_i0	0	0	0	3	3	3
NODE_117359_length_181_cov_30.043478_g73378_i0	0	0	0	3	3	3
NODE_44218_length_1492_cov_348.438233_g12010_i0	1	1	2	6	5	6
NODE_97233_length_268_cov_119.853333_g53254_i0	3	2	3	7	8	7
NODE_52085_length_1167_cov_35.775801_g15003_i0	3	3	3	8	8	7
NODE_48191_length_1323_cov_261.576563_g6039_i8	3	5	8	10	10	11
NODE_36110_length_1871_cov_196.097374_g9338_i0	6	8	6	11	11	12
NODE_2220_length_7262_cov_216.735282_g10_i527	7	7	6	11	11	12
NODE_35581_length_1898_cov_378.130997_g6924_i2	8	10	9	13	14	13
NODE_21464_length_2789_cov_205.292425_g5256_i0	8	10	9	13	13	14
NODE_63645_length_769_cov_237.166667_g3269_i40	9	9	13	13	14	17
NODE_61603_length_831_cov_206.333756_g20111_i0	14	16	16	20	17	18
NODE_10623_length_4020_cov_333.007292_g2016_i3	17	19	17	19	20	21
NODE_54955_length_1055_cov_344.833004_g16368_i0	32	34	37	30	34	30
NODE_58393_length_937_cov_431.170022_g18184_i0	43	46	45	39	37	37
NODE_14284_length_3504_cov_190.711355_g3001_i2	3	3	3	8	7	8
NODE_122050_length_163_cov_7.500000_g78069_i0	3	9	6	6	16	12
NODE_21084_length_2821_cov_214.605832_g3346_i1	8	6	7	12	12	11
NODE_48046_length_1329_cov_351.669518_g4655_i8	0	0	0	4	3	2
NODE_34623_length_1951_cov_160.095388_g5222_i4	3	2	3	7	7	8
NODE_21805_length_2762_cov_370.152630_g5337_i0	32	29	31	31	30	26
NODE_52433_length_1151_cov_393.938628_g15146_i0	44	44	42	7	5	6
NODE_13869_length_3556_cov_245.043553_g2669_i1	3	3	3	7	8	8
NODE_16862_length_3212_cov_307.622909_g3690_i4	3	2	1	5	6	9
NODE_51584_length_1186_cov_350.528434_g11540_i1	25	25	26	26	24	26
NODE_116932_length_183_cov_9.421429_g72951_i0	0	2	0	4	5	6
NODE_51701_length_1182_cov_171.650571_g11967_i1	5	8	7	13	11	10
NODE_39859_length_1689_cov_320.551640_g10529_i0	7	7	6	10	11	13
NODE_4826_length_5550_cov_166.025422_g1148_i0	0	0	0	3	4	2
NODE_70821_length_582_cov_382.005566_g27211_i0	0	0	0	3	4	2
NODE_27207_length_2383_cov_314.693162_g5326_i2	3	3	2	6	7	9
NODE_27041_length_2393_cov_229.865532_g6662_i2	0	0	0	4	2	3
NODE_11412_length_3888_cov_262.865540_g2722_i0	11	11	10	15	15	14
NODE_6146_length_5042_cov_289.650930_g807_i3	6	6	6	11	11	10
NODE_27037_length_2393_cov_312.388085_g6713_i0	10	11	11	14	15	15
NODE_24392_length_2572_cov_262.345987_g6004_i0	13	12	12	16	16	16
NODE_14408_length_3489_cov_346.580093_g3471_i0	20	23	23	23	23	23
NODE_14760_length_3447_cov_245.218860_g2677_i1	14	14	13	17	17	17
NODE_118570_length_177_cov_3.604478_g74589_i0	11	11	9	0	0	0
NODE_39759_length_1695_cov_47.492736_g10494_i0	3	4	3	8	8	8
NODE_26946_length_2399_cov_241.660866_g4341_i4	3	3	3	7	7	9
NODE_76278_length_476_cov_56.217090_g32368_i0	0	0	2	5	5	5
NODE_4086_length_5896_cov_194.238681_g746_i1	6	6	6	11	10	11
NODE_23958_length_2605_cov_275.152615_g76_i40	2	1	1	5	5	7
NODE_6095_length_5058_cov_159.237886_g1344_i1	6	6	6	10	11	11
NODE_61739_length_827_cov_263.512755_g888_i5	11	10	12	16	16	13
NODE_109825_length_211_cov_2.904762_g65844_i0	1	2	0	4	6	6
NODE_34156_length_1975_cov_394.127329_g8751_i0	3	0	1	5	7	6
NODE_94642_length_284_cov_3.796680_g50663_i0	9	12	10	0	0	0
NODE_23150_length_2663_cov_219.486260_g5667_i0	6	6	8	12	10	12
NODE_10720_length_4007_cov_242.043895_g898_i6	5	6	6	11	10	10
NODE_114043_length_195_cov_5.315789_g70062_i0	3	3	2	10	5	7
NODE_21236_length_2808_cov_258.150452_g10_i5701	3	4	3	8	7	9
NODE_13330_length_3621_cov_366.552264_g718_i7	5	6	5	10	10	10
NODE_29396_length_2246_cov_166.111212_g5487_i1	5	6	6	10	10	11
NODE_4363_length_5764_cov_265.977277_g917_i3	0	0	0	2	4	3
NODE_23596_length_2629_cov_358.276489_g4173_i6	0	0	0	2	4	3
NODE_70228_length_596_cov_111.265823_g26677_i0	0	0	0	2	4	3
NODE_78199_length_446_cov_806.955335_g34252_i0	0	0	0	2	4	3
NODE_4784_length_5569_cov_381.690554_g10_i1269	3	3	4	8	8	8
NODE_36505_length_1850_cov_241.498063_g7001_i5	0	0	0	3	2	4
NODE_42000_length_1591_cov_49.417959_g11250_i0	0	0	0	3	2	4
NODE_64760_length_736_cov_134.611833_g22265_i0	0	0	0	3	2	4
NODE_77035_length_464_cov_120.795724_g33104_i0	0	0	0	3	2	4
NODE_40562_length_1655_cov_346.950993_g9387_i1	15	17	11	15	17	21
NODE_1661_length_8038_cov_351.400500_g106_i14	4	3	3	8	8	8
NODE_21971_length_2750_cov_183.504987_g5379_i0	4	4	3	9	8	8
NODE_31940_length_2097_cov_377.553554_g10_i7933	20	21	18	20	21	23
NODE_119094_length_174_cov_26.198473_g75113_i0	1	4	0	12	4	4
NODE_16468_length_3252_cov_245.982237_g4009_i0	12	12	12	16	16	15
NODE_29512_length_2239_cov_446.342441_g26_i3	17	17	18	20	20	19
NODE_3909_length_5981_cov_165.921859_g881_i1	0	2	0	3	6	6
NODE_64482_length_744_cov_149.051355_g22068_i0	4	5	4	9	9	9
NODE_53123_length_1123_cov_281.166667_g15453_i0	6	8	5	10	10	13
NODE_53971_length_1091_cov_143.301527_g15863_i0	3	4	4	8	8	9
NODE_44445_length_1482_cov_187.375956_g5515_i6	0	0	0	2	3	4
NODE_74237_length_514_cov_284.084926_g30382_i0	0	0	0	2	3	4
NODE_123181_length_158_cov_730.895652_g79200_i0	0	0	0	2	3	4
NODE_44491_length_1480_cov_262.199026_g12105_i0	4	4	3	8	8	9
NODE_3610_length_6150_cov_188.293598_g604_i5	5	5	5	10	9	10
NODE_12226_length_3765_cov_162.608275_g2889_i2	8	9	8	13	12	13
NODE_63168_length_783_cov_365.081081_g21154_i0	7	9	10	13	13	13
NODE_37807_length_1789_cov_386.026346_g10_i8978	20	23	22	23	22	23
NODE_5106_length_5429_cov_208.045488_g10_i1357	8	9	8	12	13	13
NODE_43570_length_1522_cov_238.258283_g11764_i0	9	8	9	13	12	14
NODE_28331_length_2312_cov_222.641692_g7086_i0	4	5	5	10	9	9
NODE_62904_length_791_cov_251.728610_g20979_i0	3	3	4	8	7	9
NODE_29013_length_2271_cov_280.030521_g3410_i2	5	5	5	9	10	10
NODE_29846_length_2219_cov_224.401195_g5929_i2	3	4	4	9	7	9
NODE_63000_length_788_cov_352.735570_g5314_i8	4	3	2	7	9	7
NODE_65215_length_723_cov_29.067647_g22599_i0	4	3	3	10	7	7
NODE_67490_length_663_cov_301.229032_g24377_i0	11	10	10	15	14	14
NODE_9147_length_4285_cov_470.390853_g381_i6	21	24	23	23	23	24
NODE_27020_length_2394_cov_258.586984_g10_i6976	1	2	2	6	6	6
NODE_38703_length_1745_cov_193.870153_g614_i4	1	2	2	6	6	6
NODE_29893_length_2215_cov_354.376611_g4922_i4	14	14	12	17	16	17
NODE_103380_length_237_cov_18.097938_g59399_i0	24	19	19	18	23	26
NODE_47050_length_1371_cov_319.776355_g12981_i0	2	4	4	8	8	8
NODE_7074_length_4765_cov_333.987294_g10_i1963	22	26	23	23	24	25
NODE_24284_length_2580_cov_458.877808_g2826_i4	45	47	48	38	38	40
NODE_52528_length_1147_cov_261.847826_g8001_i2	11	14	16	17	18	16
