	KO definition	gene name	counts
516	c-type lectin domain family 2 member L	['NODE_52579_length_1145_cov_467.079855_g15210_i0_4']	1
515	c-type lectin domain family 2 member A	['NODE_52579_length_1145_cov_467.079855_g15210_i0_4']	1
514	c-type lectin domain family 18	['NODE_10455_length_4045_cov_509.713393_g10_i2982_2']	1
513	c-src tyrosine kinase [EC:2.7.10.2]	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
512	c-Rel proto-oncogene protein	['NODE_31387_length_2129_cov_555.093960_g4675_i1_5']	1
511	brother of ihog	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
510	brother of CDO	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
509	bromodomain-containing protein 8	['NODE_31387_length_2129_cov_555.093960_g4675_i1_6']	1
508	bromodomain-containing protein 2	['NODE_31387_length_2129_cov_555.093960_g4675_i1_6']	1
507	bromodomain adjacent to zinc finger domain protein 2B	['NODE_31387_length_2129_cov_555.093960_g4675_i1_6']	1
475	asialoglycoprotein receptor 1	['NODE_52579_length_1145_cov_467.079855_g15210_i0_4']	1
463	ankyrin repeat domain-containing protein 9	['NODE_45129_length_1451_cov_574.861506_g9030_i3_5']	1
567	centriolar protein POC1	['NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	1
568	centromeric protein E	['NODE_31387_length_2129_cov_555.093960_g4675_i1_5']	1
410	[histone H3]-lysine4 N-trimethyltransferase MLL5 [EC:2.1.1.354]	['NODE_31387_length_2129_cov_555.093960_g4675_i1_5']	1
413	[histone H3]-lysine9 N-trimethyltransferase PRDM2 [EC:2.1.1.355]	['NODE_31387_length_2129_cov_555.093960_g4675_i1_6']	1
414	[histone H4]-lysine20 N-methyltransferase SETD8 [EC:2.1.1.361]	['NODE_31387_length_2129_cov_555.093960_g4675_i1_5']	1
415	a disintegrin and metalloproteinase with thrombospondin motifs 12 [EC:3.4.24.-]	['NODE_31387_length_2129_cov_555.093960_g4675_i1_6']	1
417	abelson tyrosine-protein kinase 1 [EC:2.7.10.2]	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
418	abelson tyrosine-protein kinase 2 [EC:2.7.10.2]	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
420	abnormal spindle-like microcephaly-associated protein	['NODE_70679_length_586_cov_31.097606_g27086_i0_1']	1
421	acetyl-CoA carboxylase / biotin carboxylase 2 [EC:6.4.1.2 6.3.4.14 2.1.3.15]	['NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	1
424	acidic leucine-rich nuclear phosphoprotein 32 family member B	['NODE_40297_length_1668_cov_702.177231_g1000_i10_2']	1
426	actin-binding LIM protein	['NODE_70819_length_582_cov_601.601113_g27209_i0_3']	1
427	activating molecule in BECN1-regulated autophagy protein 1	['NODE_31387_length_2129_cov_555.093960_g4675_i1_5']	1
430	acyl-lipid omega-6 desaturase (Delta-12 desaturase) [EC:1.14.19.23 1.14.19.45]	['NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	1
431	adenomatosis polyposis coli protein	['NODE_31387_length_2129_cov_555.093960_g4675_i1_6']	1
433	adhesion G protein-coupled receptor L1	['NODE_61938_length_821_cov_78.356041_g20323_i0_5']	1
437	adhesion G-protein coupled receptor F5	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
439	adhesion G-protein coupled receptor G4	['NODE_31387_length_2129_cov_555.093960_g4675_i1_6']	1
440	adipocyte enhancer-binding protein 1	['NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	1
443	adiponectin receptor	['NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	1
411	[histone H3]-lysine9 N-dimethyltransferase [EC:2.1.1.368]	['NODE_31387_length_2129_cov_555.093960_g4675_i1_6']	1
409	[histone H3]-lysine4 N-trimethyltransferase MLL4 [EC:2.1.1.354]	['NODE_33125_length_2030_cov_1007.464519_g8431_i1_4']	1
612	cobalamin transport system permease protein	['NODE_61938_length_821_cov_78.356041_g20323_i0_5']	1
408	[histone H3]-lysine4 N-trimethyltransferase MLL2 [EC:2.1.1.354]	['NODE_31387_length_2129_cov_555.093960_g4675_i1_5']	1
658	conjugal transfer pilus assembly protein TraI	['NODE_31387_length_2129_cov_555.093960_g4675_i1_6']	1
385	USP6 N-terminal-like protein	['NODE_31387_length_2129_cov_555.093960_g4675_i1_6']	1
386	UV excision repair protein RAD23	['NODE_55119_length_1049_cov_440.156064_g16443_i0_4']	1
387	WAP, Kazal, immunoglobulin, Kunitz and NTR domain-containing protein	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
390	WD repeat-containing protein 47	['NODE_31387_length_2129_cov_555.093960_g4675_i1_5']	1
391	WD repeat-containing protein 60	['NODE_40297_length_1668_cov_702.177231_g1000_i10_2']	1
394	WRKY transcription factor 2	['NODE_31387_length_2129_cov_555.093960_g4675_i1_5']	1
397	Xaa-Pro dipeptidase [EC:3.4.13.9]	['NODE_31387_length_2129_cov_555.093960_g4675_i1_5']	1
398	YEATS domain-contaning protein 2	['NODE_31387_length_2129_cov_555.093960_g4675_i1_6']	1
399	YLP motif-containing protein 1	['NODE_31387_length_2129_cov_555.093960_g4675_i1_5']	1
400	YTH domain-containing family protein	['NODE_52881_length_1133_cov_348.866972_g15343_i0_6']	1
401	Zinc finger protein 407	['NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	1
403	[histone H3]-dimethyl-L-lysine9 demethylase [EC:1.14.11.65]	['NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	1
404	[histone H3]-lysine36 N-dimethyltransferase NSD2 [EC:2.1.1.357]	['NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	1
405	[histone H3]-lysine36 N-trimethyltransferase [EC:2.1.1.359]	['NODE_33125_length_2030_cov_1007.464519_g8431_i1_4']	1
406	[histone H3]-lysine4 N-trimethyltransferase ATXR3 [EC:2.1.1.354]	['NODE_33125_length_2030_cov_1007.464519_g8431_i1_4']	1
407	[histone H3]-lysine4 N-trimethyltransferase MLL1 [EC:2.1.1.354]	['NODE_31387_length_2129_cov_555.093960_g4675_i1_5']	1
613	cochlin	['NODE_31387_length_2129_cov_555.093960_g4675_i1_6']	1
444	adrenergic receptor alpha-2A	['NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	1
569	centrosomal protein CEP152	['NODE_61938_length_821_cov_78.356041_g20323_i0_6']	1
590	chromobox protein 8	['NODE_31387_length_2129_cov_555.093960_g4675_i1_5']	1
588	chromatin modification-related protein EAF7	['NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	1
452	alpha-1,3-mannosyltransferase [EC:2.4.1.258]	['NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	1
586	choriolysin L [EC:3.4.24.66]	['NODE_56699_length_993_cov_366.912632_g11784_i3_1']	1
585	choriolysin H [EC:3.4.24.67]	['NODE_56699_length_993_cov_366.912632_g11784_i3_1']	1
584	chondrolectin	['NODE_52579_length_1145_cov_467.079855_g15210_i0_4']	1
582	choline transport protein	['NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	1
581	chlorosome envelope protein H	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
456	aminopeptidase S [EC:3.4.11.24]	['NODE_31387_length_2129_cov_555.093960_g4675_i1_6']	1
457	amphoterin-induced protein	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
577	chloride channel 1, skeletal muscle	['NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	1
576	chitin-binding protein	['NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	1
458	amyloid beta A4 precursor protein-binding family A member 1	['NODE_33125_length_2030_cov_1007.464519_g8431_i1_4']	1
459	amyloid beta A4 precursor protein-binding family A member 2	['NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	1
460	amyloid beta A4 precursor protein-binding family B member 2	['NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	1
572	checkpoint serine/threonine-protein kinase [EC:2.7.11.1]	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
461	anaphase-promoting complex subunit 3	['NODE_31387_length_2129_cov_555.093960_g4675_i1_6']	1
570	centrosomal protein CEP162	['NODE_31387_length_2129_cov_555.093960_g4675_i1_6']	1
589	chromatin modification-related protein VID21	['NODE_31387_length_2129_cov_555.093960_g4675_i1_6']	1
591	chromodomain-helicase-DNA-binding protein 2 [EC:5.6.2.-]	['NODE_61938_length_821_cov_78.356041_g20323_i0_6']	1
445	adrenergic receptor alpha-2B	['NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	1
592	chromodomain-helicase-DNA-binding protein 3 [EC:5.6.2.-]	['NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	1
446	adrenergic receptor alpha-2C	['NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	1
608	coagulation factor V (labile factor)	['NODE_33125_length_2030_cov_1007.464519_g8431_i1_4']	1
447	adrenergic receptor beta-1	['NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	1
606	clumping factor B	['NODE_52881_length_1133_cov_348.866972_g15343_i0_4']	1
605	classical protein kinase C gamma type [EC:2.7.11.13]	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
604	classical protein kinase C beta type [EC:2.7.11.13]	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
603	classical protein kinase C alpha type [EC:2.7.11.13]	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
602	citron Rho-interacting kinase [EC:2.7.11.35]	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
450	allatostatin C receptor	['NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	1
600	cilia- and flagella-associated protein 52	['NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	1
599	cilia- and flagella-associated protein 20	['NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	1
598	chromosome segregation protein	['NODE_31387_length_2129_cov_555.093960_g4675_i1_5']	1
597	chromogranin-A	['NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	1
596	chromodomain-helicase-DNA-binding protein 9 [EC:5.6.2.-]	['NODE_31387_length_2129_cov_555.093960_g4675_i1_6']	1
451	alpha-1,3-glucosyltransferase [EC:2.4.1.267]	['NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	1
594	chromodomain-helicase-DNA-binding protein 6 [EC:5.6.2.-]	['NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	1
593	chromodomain-helicase-DNA-binding protein 5 [EC:5.6.2.-]	['NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	1
839	gap junction beta-7 protein	['NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	1
841	gap junction delta-4 protein	['NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	1
1188	myelin associated glycoprotein	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
1071	matrix metalloproteinase-7 (matrilysin, uterine) [EC:3.4.24.23]	['NODE_49917_length_1253_cov_290.352893_g14051_i1_1']	1
1079	melanocortin 2 receptor	['NODE_69604_length_610_cov_1117.114638_g26131_i0_3']	1
1078	meiosis-specific serine/threonine-protein kinase MEK1 [EC:2.7.11.1]	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
1077	meiosis-specific APC/C activator protein AMA1	['NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	1
1076	meiosis induction protein kinase IME2/SME1 [EC:2.7.11.1]	['NODE_33125_length_2030_cov_1007.464519_g8431_i1_4']	1
1075	mediator of RNA polymerase II transcription subunit 15, fungi type	['NODE_52881_length_1133_cov_348.866972_g15343_i0_4']	1
244	MAD, mothers against decapentaplegic interacting protein	['NODE_24058_length_2598_cov_603.844618_g5029_i3_4']	1
1073	matrix metalloproteinase-9 (gelatinase B) [EC:3.4.24.35]	['NODE_49917_length_1253_cov_290.352893_g14051_i1_1']	1
1072	matrix metalloproteinase-8 (neutrophil collagenase) [EC:3.4.24.34]	['NODE_49917_length_1253_cov_290.352893_g14051_i1_1']	1
1070	matrix metalloproteinase-3 (stromelysin 1, progelatinase) [EC:3.4.24.17]	['NODE_49917_length_1253_cov_290.352893_g14051_i1_1']	1
1102	methyltransferase	['NODE_39538_length_1704_cov_115.721854_g10431_i0_3']	1
1069	matrix metalloproteinase-28 (epilysin) [EC:3.4.24.-]	['NODE_49917_length_1253_cov_290.352893_g14051_i1_1']	1
1068	matrix metalloproteinase-27 [EC:3.4.24.-]	['NODE_49917_length_1253_cov_290.352893_g14051_i1_1']	1
1067	matrix metalloproteinase-26 (matrilysin-2, endometase) [EC:3.4.24.-]	['NODE_49917_length_1253_cov_290.352893_g14051_i1_1']	1
1066	matrix metalloproteinase-25 (membrane-inserted) [EC:3.4.24.-]	['NODE_49917_length_1253_cov_290.352893_g14051_i1_1']	1
245	MAGE-like protein 2	['NODE_60414_length_869_cov_349.640436_g18821_i1_6']	1
246	MAGUK p55 subfamily member 5	['NODE_31387_length_2129_cov_555.093960_g4675_i1_5']	1
1063	matrix metalloproteinase-21 [EC:3.4.24.-]	['NODE_49917_length_1253_cov_290.352893_g14051_i1_1']	1
1062	matrix metalloproteinase-20 (enamelysin) [EC:3.4.24.-]	['NODE_49917_length_1253_cov_290.352893_g14051_i1_1']	1
1080	melanocortin-2 receptor accessory protein	['NODE_52881_length_1133_cov_348.866972_g15343_i0_4']	1
1081	melanocyte protein PMEL	['NODE_52881_length_1133_cov_348.866972_g15343_i0_4']	1
1082	melanoma cell adhesion molecule	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
1083	melanoma-associated antigen D1	['NODE_47558_length_1350_cov_507.627391_g13172_i0_2']	1
1100	methyl-accepting chemotaxis protein IV, peptide sensor receptor	['NODE_61938_length_821_cov_78.356041_g20323_i0_6']	1
1099	methyl-CpG-binding domain protein 5	['NODE_31387_length_2129_cov_555.093960_g4675_i1_5']	1
1098	metalloendoproteinase 5-MMP [EC:3.4.24.-]	['NODE_49917_length_1253_cov_290.352893_g14051_i1_1']	1
1097	metacaspase-1 [EC:3.4.22.-]	['NODE_24058_length_2598_cov_603.844618_g5029_i3_6']	1
1096	merozoite surface protein 8	['NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	1
1095	merozoite surface protein 5	['NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	1
1094	merozoite surface protein 4	['NODE_40297_length_1668_cov_702.177231_g1000_i10_2']	1
237	LIM homeobox transcription factor 1	['NODE_70819_length_582_cov_601.601113_g27209_i0_3']	1
238	LRR receptor-like serine/threonine-protein kinase ERECTA [EC:2.7.11.1]	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
1091	mercuric ion transport protein	['NODE_24967_length_2532_cov_403.345119_g5897_i1_5']	1
1090	meprin B [EC:3.4.24.63]	['NODE_56699_length_993_cov_366.912632_g11784_i3_1']	1
1089	meprin A [EC:3.4.24.18]	['NODE_56699_length_993_cov_366.912632_g11784_i3_1']	1
1088	menadiol prenyltransferase [EC:2.5.1.-]	['NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	1
1087	membrane-bound O-acyltransferase GUP1_2	['NODE_104004_length_234_cov_1035.371728_g60023_i0_2']	1
1086	membrane-associated tyrosine- and threonine-specific cdc2-inhibitory kinase [EC:2.7.11.1]	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
239	Lutheran blood group glycoprotein	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
241	Lymphocryptovirus mRNA export factor ICP27	['NODE_67158_length_672_cov_9.523052_g24107_i0_5']	1
1061	matrix metalloproteinase-2 (gelatinase A) [EC:3.4.24.24]	['NODE_49917_length_1253_cov_290.352893_g14051_i1_1']	1
1060	matrix metalloproteinase-19 (RASI) [EC:3.4.24.-]	['NODE_49917_length_1253_cov_290.352893_g14051_i1_1']	1
1059	matrix metalloproteinase-17 (membrane-inserted) [EC:3.4.24.-]	['NODE_49917_length_1253_cov_290.352893_g14051_i1_1']	1
1036	magnesium-protoporphyrin O-methyltransferase [EC:2.1.1.11]	['NODE_39538_length_1704_cov_115.721854_g10431_i0_3']	1
1034	magnesium chelatase subunit D [EC:6.6.1.1]	['NODE_24967_length_2532_cov_403.345119_g5897_i1_3']	1
257	MFS transporter, OPA family, solute carrier family 37 (glycerol-3-phosphate transporter), member 1/2	['NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	1
258	MFS transporter, SP family, general alpha glucoside:H+ symporter	['NODE_61938_length_821_cov_78.356041_g20323_i0_6']	1
1031	macrophage colony-stimulating factor 1 receptor [EC:2.7.10.1]	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
1030	mRNA-decapping enzyme subunit 2 [EC:3.6.1.62]	['NODE_31387_length_2129_cov_555.093960_g4675_i1_5']	1
1029	mRNA transport factor GFD1	['NODE_52881_length_1133_cov_348.866972_g15343_i0_4']	1
1028	lytic cellulose monooxygenase (C4-dehydrogenating) [EC:1.14.99.56]	['NODE_24967_length_2532_cov_403.345119_g5897_i1_3']	1
1027	lytic cellulose monooxygenase (C1-hydroxylating) [EC:1.14.99.54]	['NODE_44142_length_1495_cov_485.632920_g11980_i0_1']	1
1026	lysostaphin [EC:3.4.24.75]	['NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	1
1025	lysosome membrane protein 2	['NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	1
259	MFS transporter, SP family, solute carrier family 2 (facilitated glucose transporter), member 9	['NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	1
1023	lysosomal acid lipase/cholesteryl ester hydrolase [EC:3.1.1.13]	['NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	1
1022	lysine-specific demethylase 6B [EC:1.14.11.68]	['NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	1
1021	lysine-specific demethylase 6A [EC:1.14.11.68]	['NODE_31387_length_2129_cov_555.093960_g4675_i1_5']	1
1020	lymphocyte-specific protein 1	['NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	1
1019	lymphocyte-activation gene 3 protein	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
1018	lymphocyte cell-specific protein tyrosine kinase [EC:2.7.10.2]	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
1035	magnesium transporter	['NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	1
1037	magnesium/proton exchanger	['NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	1
247	MAP kinase interacting serine/threonine kinase [EC:2.7.11.1]	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
1038	male germ cell-associated kinase [EC:2.7.11.22]	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
1056	matrix metalloproteinase-14 (membrane-inserted) [EC:3.4.24.80]	['NODE_49917_length_1253_cov_290.352893_g14051_i1_1']	1
1055	matrix metalloproteinase-13 (collagenase 3) [EC:3.4.24.-]	['NODE_49917_length_1253_cov_290.352893_g14051_i1_1']	1
1054	matrix metalloproteinase-12 (macrophage elastase) [EC:3.4.24.65]	['NODE_49917_length_1253_cov_290.352893_g14051_i1_1']	1
1053	matrix metalloproteinase-11 (stromelysin 3) [EC:3.4.24.-]	['NODE_49917_length_1253_cov_290.352893_g14051_i1_1']	1
1052	matrix metalloproteinase-10 (stromelysin 2) [EC:3.4.24.22]	['NODE_49917_length_1253_cov_290.352893_g14051_i1_1']	1
1051	matrix metalloproteinase-1 (interstitial collagenase) [EC:3.4.24.7]	['NODE_49917_length_1253_cov_290.352893_g14051_i1_1']	1
250	MATE family, multidrug efflux pump	['NODE_24058_length_2598_cov_603.844618_g5029_i3_6']	1
252	MFS transporter, FLVCR family, MFS-domain-containing protein 7	['NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	1
1048	maternal embryonic leucine zipper kinase [EC:2.7.11.1]	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
253	MFS transporter, MCT family, solute carrier family 16 (monocarboxylic acid transporters), member 5	['NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	1
1046	mannose receptor, C type	['NODE_52579_length_1145_cov_467.079855_g15210_i0_4']	1
254	MFS transporter, MCT family, solute carrier family 16 (monocarboxylic acid transporters), member 9	['NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	1
1044	mannitol PTS system EIICBA or EIICB component [EC:2.7.1.197]	['NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	1
1042	maltose/maltodextrin transport system permease protein	['NODE_31387_length_2129_cov_555.093960_g4675_i1_5']	1
1041	maltokinase [EC:2.7.1.175]	['NODE_52881_length_1133_cov_348.866972_g15343_i0_4']	1
256	MFS transporter, OCT family, solute carrier family 22 (organic cation transporter), member 4/5	['NODE_24058_length_2598_cov_603.844618_g5029_i3_6']	1
1039	malonyl-CoA O-methyltransferase [EC:2.1.1.197]	['NODE_39538_length_1704_cov_115.721854_g10431_i0_3']	1
236	LIM homeobox protein 6/8	['NODE_70819_length_582_cov_601.601113_g27209_i0_3']	1
1103	methyltransferase OMS1, mitochondrial [EC:2.1.1.-]	['NODE_39538_length_1704_cov_115.721854_g10431_i0_3']	1
842	gap junction gamma-1 protein	['NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	1
1156	mitosis inducer protein kinase Cdr1 [EC:2.7.11.1]	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
1164	mucin TcMUCII	['NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	1
1163	molybdopterin synthase catalytic subunit [EC:2.8.1.12]	['NODE_31387_length_2129_cov_555.093960_g4675_i1_5']	1
1162	molecular chaperone HscC	['NODE_45129_length_1451_cov_574.861506_g9030_i3_3']	1
1161	molecular chaperone HscA	['NODE_45129_length_1451_cov_574.861506_g9030_i3_3']	1
1160	molecular chaperone DnaK	['NODE_45129_length_1451_cov_574.861506_g9030_i3_3']	1
1159	mlo protein	['NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	1
1158	mitosis inhibitor protein kinase SWE1 [EC:2.7.11.1]	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
1157	mitosis inducer protein kinase Cdr2 [EC:2.7.11.1]	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
1155	mitogen-activated protein kinase-activated protein kinase 5 [EC:2.7.11.1]	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
1104	microfibrillar-associated protein 3	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
1154	mitogen-activated protein kinase-activated protein kinase 3 [EC:2.7.11.1]	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
1153	mitogen-activated protein kinase-activated protein kinase 2 [EC:2.7.11.1]	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
1152	mitogen-activated protein kinase kinase kinase kinase 5 [EC:2.7.11.1]	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
1151	mitogen-activated protein kinase kinase kinase kinase 4 [EC:2.7.11.1]	['NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	1
1150	mitogen-activated protein kinase kinase kinase kinase 3 [EC:2.7.11.1]	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
1149	mitogen-activated protein kinase kinase kinase kinase 2 [EC:2.7.11.1]	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
1148	mitogen-activated protein kinase kinase kinase kinase 1 [EC:2.7.11.1]	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
223	L,D-transpeptidase YcbB	['NODE_49917_length_1253_cov_290.352893_g14051_i1_1']	1
222	Kirrel/Neph family protein	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
221	Kazal-type serine protease inhibitor domain-containing protein 1	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
220	KUP system potassium uptake protein	['NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	1
219	KRAB and SCAN domains-containing zinc finger protein	['NODE_70819_length_582_cov_601.601113_g27209_i0_3']	1
1187	muscle, skeletal, receptor tyrosine kinase [EC:2.7.10.1]	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
1186	muscarinic acetylcholine receptor M5	['NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	1
1185	muscarinic acetylcholine receptor M3	['NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	1
1184	muscarinic acetylcholine receptor M2	['NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	1
1183	muscarinic acetylcholine receptor M1	['NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	1
1182	muscarinic acetylcholine receptor	['NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	1
1181	multiple epidermal growth factor-like domains protein 9	['NODE_33125_length_2030_cov_1007.464519_g8431_i1_4']	1
1180	multiple epidermal growth factor-like domains protein 6	['NODE_25791_length_2476_cov_566.609125_g405_i6_3']	1
1178	multiple RNA-binding domain-containing protein 1	['NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	1
210	Hepadnaviridae DNA polymerase / reverse transcriptase / ribonuclease H [EC:2.7.7.7 2.7.7.49 3.1.26.4]	['NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	1
1175	mucosa-associated lymphoid tissue lymphoma translocation protein 1 [EC:3.4.22.-]	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
483	aurora kinase B [EC:2.7.11.1]	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
213	IL2-inducible T-cell kinase [EC:2.7.10.2]	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
215	Ino eighty subunit 2	['NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	1
216	Janus kinase 1 [EC:2.7.10.2]	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
217	Janus kinase 2 [EC:2.7.10.2]	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
1169	mucin-21	['NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	1
1146	mitogen-activated protein kinase kinase kinase YODA [EC:2.7.11.25]	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
1145	mitogen-activated protein kinase kinase kinase ANP1 [EC:2.7.11.25]	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
1144	mitogen-activated protein kinase kinase kinase 8 [EC:2.7.11.25]	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
230	LIM domain kinase 1 [EC:2.7.11.1]	['NODE_70819_length_582_cov_601.601113_g27209_i0_3']	1
1121	mitogen-activated protein kinase 8 [EC:2.7.11.24]	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
1120	mitogen-activated protein kinase 7/14 [EC:2.7.11.24]	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
1119	mitogen-activated protein kinase 7 [EC:2.7.11.24]	['NODE_31387_length_2129_cov_555.093960_g4675_i1_5']	1
1118	mitogen-activated protein kinase 6 [EC:2.7.11.24]	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
1117	mitogen-activated protein kinase 4/6 [EC:2.7.11.24]	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
1116	mitogen-activated protein kinase 4 [EC:2.7.11.24]	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
1115	mitogen-activated protein kinase 3 [EC:2.7.11.24]	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
231	LIM domain transcription factor LMO4	['NODE_70819_length_582_cov_601.601113_g27209_i0_3']	1
1113	mitogen-activated protein kinase 1/3 [EC:2.7.11.24]	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
1112	mitogen-activated protein kinase 1/2 [EC:2.7.11.24]	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
1111	mitochondrial distribution and morphology protein 31	['NODE_61938_length_821_cov_78.356041_g20323_i0_6']	1
